74,Touchstone,As You Like It
11,William,As You Like It
4,Artemidorus,Julius Caesar
194,Brutus,Julius Caesar
42,Julius Caesar,Julius Caesar
6,Calpurnia,Julius Caesar
39,Casca,Julius Caesar
140,Cassius,Julius Caesar
4,Cicero,Julius Caesar
11,Cinna,Julius Caesar
8,Cinna the Poet,Julius Caesar
2,Claudius,Julius Caesar
8,Clitus,Julius Caesar
3,Dardanius,Julius Caesar
12,Decius Brutus,Julius Caesar
18,First Citizen,Julius Caesar
1,First Commoner,Julius Caesar
4,First Soldier,Julius Caesar
5,Flavius,Julius Caesar
16,Fourth Citizen,Julius Caesar
5,Ligarius,Julius Caesar
10,Lucilius,Julius Caesar
24,Lucius,Julius Caesar
6,Marullus,Julius Caesar
20,Messala,Julius Caesar
1,Messenger,Julius Caesar
5,Metellus Cimber,Julius Caesar
5,Pindarus,Julius Caesar
3,Poet,Julius Caesar
2,Popilius,Julius Caesar
16,Portia,Julius Caesar
2,Publius,Julius Caesar
18,Second Citizen,Julius Caesar
6,Second Commoner,Julius Caesar
2,Second Soldier,Julius Caesar
11,Servant,Julius Caesar
2,Several Citizens,Julius Caesar
9,Soothsayer,Julius Caesar
4,Strato,Julius Caesar
16,Third Citizen,Julius Caesar
1,Third Soldier,Julius Caesar
10,Tintinius,Julius Caesar
4,Trebonius,Julius Caesar
6,Varro,Julius Caesar
3,Volumnius,Julius Caesar
3,Young Cato,Julius Caesar
10,Aedile,Coriolanus
3,Citizen,Coriolanus
67,Cominius,Coriolanus
189,Coriolanus,Coriolanus
1,Fifth Citizen,Coriolanus
33,First Citizen,Coriolanus
3,First Conspirator,Coriolanus
4,First Lord,Coriolanus
4,First Officer,Coriolanus
1,First Roman,Coriolanus
33,First Senator,Coriolanus
19,First Servingman,Coriolanus
8,First Soldier,Coriolanus
3,Fourth Citizen,Coriolanus
1,Gentlewoman,Coriolanus
2,Herald,Coriolanus
91,Junius Brutus,Coriolanus
4,Lieutenant,Coriolanus
162,Menenius Agrippa,Coriolanus
12,Messenger,Coriolanus
1,Officer,Coriolanus
3,Patrician,Coriolanus
10,Roman,Coriolanus
18,Second Citizen,Coriolanus
2,Second Conspirator,Coriolanus
3,Second Lord,Coriolanus
5,Second Messenger,Coriolanus
3,Second Officer,Coriolanus
1,Second Patrician,Coriolanus
1,Second Roman,Coriolanus
10,Second Senator,Coriolanus
19,Second Servingman,Coriolanus
1,Second Soldier,Coriolanus
1,Seventh Citizen,Coriolanus
117,Sicinius Velutus,Coriolanus
1,Sixth Citizen,Coriolanus
13,Third Citizen,Coriolanus
3,Third Conspirator,Coriolanus
1,Third Lord,Coriolanus
1,Third Roman,Coriolanus
20,Third Servingman,Coriolanus
23,Titus Lartius,Coriolanus
45,Tullus Aufidius,Coriolanus
14,Valeria,Coriolanus
26,Virgilia,Coriolanus
9,Volsce,Coriolanus
57,Volumnia,Coriolanus
1,Young Coriolanus,Coriolanus
46,Arviragus,Cymbeline
1,Attendant,Cymbeline
58,Belarius,Cymbeline
25,Caius Lucius,Cymbeline
77,Cloten,Cymbeline
13,Cornelius,Cymbeline
81,Cymbeline,Cymbeline
2,First British Captain,Cymbeline
2,First Brother,Cymbeline
9,First Gaoler,Cymbeline
10,First Gentleman,Cymbeline
2,First Lady,Cymbeline
15,First Lord,Cymbeline
2,First Senator,Cymbeline
3,First Tribune,Cymbeline
7,Frenchman,Cymbeline
62,Guiderius,Cymbeline
77,Iachimo,Cymbeline
118,Imogen,Cymbeline
1,Jupiter,Cymbeline
8,Lady,Cymbeline
6,Lord,Cymbeline
2,Messenger,Cymbeline
3,Mother,Cymbeline
14,Philario,Cymbeline
58,Pisanio,Cymbeline
77,Posthumus Leonatus,Cymbeline
27,Queen,Cymbeline
4,Roman Captain,Cymbeline
2,Second British Captain,Cymbeline
2,Second Brother,Cymbeline
1,Second Gaoler,Cymbeline
9,Second Gentleman,Cymbeline
20,Second Lord,Cymbeline
1,Second Senator,Cymbeline
7,Sicilius Leonatus,Cymbeline
5,Soothsayer,Cymbeline
79,Adriana,The Comedy of Errors
17,Aegeon,The Comedy of Errors
16,Aemilia,The Comedy of Errors
31,Angelo,The Comedy of Errors
76,Antipholus of Ephesus,The Comedy of Errors
103,Antipholus of Syracuse,The Comedy of Errors
5,Balthazar,The Comedy of Errors
11,Courtezan,The Comedy of Errors
63,Dromio of Ephesus,The Comedy of Errors
99,Dromio of Syracuse,The Comedy of Errors
3,First Merchant,The Comedy of Errors
1,Gaoler,The Comedy of Errors
7,Luce,The Comedy of Errors
43,Luciana,The Comedy of Errors
11,Officer,The Comedy of Errors
6,Pinch,The Comedy of Errors
13,Second Merchant,The Comedy of Errors
2,Servant,The Comedy of Errors
22,Solinus,The Comedy of Errors
1,Ambassador,Hamlet
19,Bernardo,Hamlet
102,Claudius,Hamlet
1,Cornelius,Hamlet
15,Father's Ghost,Hamlet
34,First Clown,Hamlet
8,First Player,Hamlet
6,Fortinbras,Hamlet
8,Francisco,Hamlet
2,Gentleman,Hamlet
1,Gentlemen,Hamlet
69,Gertrude,Hamlet
29,Guildenstern,Hamlet
358,Hamlet,Hamlet
109,Horatio,Hamlet
62,Laertes,Hamlet
3,Lord,Hamlet
37,Marcellus,Hamlet
3,Messenger,Hamlet
7,Norwegian Captain,Hamlet
58,Ophelia,Hamlet
25,Osric,Hamlet
4,Player King,Hamlet
5,Player Queen,Hamlet
86,Polonius,Hamlet
2,Priest,Hamlet
13,Reynaldo,Hamlet
48,Rosencrantz,Hamlet
2,Sailor,Hamlet
12,Second Clown,Hamlet
1,Servant,Hamlet
1,Voltemand,Hamlet
1,Carrier,"Henry IV, Part I"
6,Chamberlain,"Henry IV, Part I"
19,Earl of Douglas,"Henry IV, Part I"
35,Earl of Worcester,"Henry IV, Part I"
8,First Carrier,"Henry IV, Part I"
1,First Traveller,"Henry IV, Part I"
17,Gadshill,"Henry IV, Part I"
23,Glendower,"Henry IV, Part I"
6,Messenger,"Henry IV, Part I"
13,Mortimer,"Henry IV, Part I"
1,Ostler,"Henry IV, Part I"
6,Second Carrier,"Henry IV, Part I"
3,Servant,"Henry IV, Part I"
5,Sheriff,"Henry IV, Part I"
4,Sir Michael,"Henry IV, Part I"
1,Thieves,"Henry IV, Part I"
2,Travellers,"Henry IV, Part I"
1,Vintner,"Henry IV, Part I"
30,Archbishop Scroop,"Henry IV, Part I"
11,Blunt,"Henry IV, Part I"
64,Edward Poins,"Henry IV, Part I"
18,Francis,"Henry IV, Part I"
18,Lady Percy,"Henry IV, Part I"
35,Lord Bardolph,"Henry IV, Part I"
8,Peto,"Henry IV, Part I"
31,Prince John,"Henry IV, Part I"
30,Archbishop Scroop,"Henry IV, Part II"
11,Blunt,"Henry IV, Part II"
64,Edward Poins,"Henry IV, Part II"
18,Francis,"Henry IV, Part II"
18,Lady Percy,"Henry IV, Part II"
35,Lord Bardolph,"Henry IV, Part II"
8,Peto,"Henry IV, Part II"
31,Prince John,"Henry IV, Part II"
377,Henry V,"Henry IV, Part I"
377,Henry V,"Henry IV, Part II"
377,Henry V,Henry V
39,Earl of Westmoreland,"Henry IV, Part I"
39,Earl of Westmoreland,"Henry IV, Part II"
39,Earl of Westmoreland,Henry V
39,Earl of Westmoreland,"Henry VI, Part III"
471,Falstaff,"Henry IV, Part I"
471,Falstaff,"Henry IV, Part II"
471,Falstaff,Henry V
471,Falstaff,The Merry Wives of Windsor
158,Hostess Quickly,"Henry IV, Part I"
158,Hostess Quickly,"Henry IV, Part II"
158,Hostess Quickly,Henry V
158,Hostess Quickly,The Merry Wives of Windsor
66,Earl of Northumberland,"Henry IV, Part I"
66,Earl of Northumberland,"Henry IV, Part II"
66,Earl of Northumberland,Richard II
154,Henry IV,"Henry IV, Part I"
154,Henry IV,"Henry IV, Part II"
154,Henry IV,Richard II
26,Vernon,"Henry IV, Part I"
26,Vernon,"Henry VI, Part I"
114,Hotspur (Henry Percy),"Henry IV, Part I"
114,Hotspur (Henry Percy),Richard II
1,Brothers,"Henry IV, Part II"
1,Dancer,"Henry IV, Part II"
14,Davy,"Henry IV, Part II"
31,Doll Tearsheet,"Henry IV, Part II"
7,Fang,"Henry IV, Part II"
4,First Beadle,"Henry IV, Part II"
1,First Groom,"Henry IV, Part II"
7,Francis Feeble,"Henry IV, Part II"
1,Harcourt,"Henry IV, Part II"
2,Lady Northumberland,"Henry IV, Part II"
56,Lord Chief Justice,"Henry IV, Part II"
17,Lord Hastings,"Henry IV, Part II"
18,Lord Mowbray,"Henry IV, Part II"
1,Messenger,"Henry IV, Part II"
6,Morton,"Henry IV, Part II"
17,Page,"Henry IV, Part II"
5,Peter Bullcalf,"Henry IV, Part II"
2,Porter,"Henry IV, Part II"
11,Prince Humphrey,"Henry IV, Part II"
13,Prince Thomas,"Henry IV, Part II"
5,Ralph Mouldy,"Henry IV, Part II"
1,Rumour,"Henry IV, Part II"
2,Second Drawer,"Henry IV, Part II"
1,Second Groom,"Henry IV, Part II"
7,Servant,"Henry IV, Part II"
22,Silence,"Henry IV, Part II"
2,Simon Shadow,"Henry IV, Part II"
5,Sir John Colville,"Henry IV, Part II"
2,Snare,"Henry IV, Part II"
2,Third Drawer,"Henry IV, Part II"
1,Third Groom,"Henry IV, Part II"
2,Thomas Wart,"Henry IV, Part II"
1,Travers,"Henry IV, Part II"
46,Bardolph,"Henry IV, Part II"
31,Gower,"Henry IV, Part II"
46,Bardolph,Henry V
31,Gower,Henry V
182,Earl of Warwick,"Henry IV, Part II"
182,Earl of Warwick,Henry V
182,Earl of Warwick,"Henry VI, Part I"
182,Earl of Warwick,"Henry VI, Part II"
182,Earl of Warwick,"Henry VI, Part III"
122,Pistol,"Henry IV, Part II"
122,Pistol,Henry V
122,Pistol,The Merry Wives of Windsor
136,Robert Shallow,"Henry IV, Part II"
136,Robert Shallow,The Merry Wives of Windsor
22,Alice,Henry V
18,Archbishop of Canterbury,Henry V
7,Bates,Henry V
12,Bishop of Ely,Henry V
16,Boy,Henry V
6,Chorus,Henry V
40,Constable of France,Henry V
1,Court,Henry V
4,Duke of Bourbon,Henry V
29,Duke of Orleans,Henry V
1,Duke of York,Henry V
5,Earl of Cambridge,Henry V
2,First Ambassador,Henry V
68,Fluellen,Henry V
10,French Soldier,Henry V
1,Governor of Harfleur,Henry V
1,Grandpre,Henry V
1,Herald,Henry V
4,Jamy,Henry V
33,Katharine,Henry V
19,King of France,Henry V
31,Lewis the Dauphin,Henry V
5,Lord Scroop,Henry V
4,Macmorris,Henry V
4,Messenger,Henry V
11,Montjoy,Henry V
5,Queen Isabel,Henry V
5,Rambures,Henry V
5,Sir Thomas Erpingham,Henry V
5,Sir Thomas Grey,Henry V
28,Williams,Henry V
24,Duke of Bedford,Henry V
25,Duke of Burgundy,Henry V
24,Duke of Bedford,"Henry VI, Part I"
25,Duke of Burgundy,"Henry VI, Part I"
122,Duke of Gloucester,Henry V
23,Earl of Salisbury,Henry V
122,Duke of Gloucester,"Henry VI, Part I"
23,Earl of Salisbury,"Henry VI, Part I"
122,Duke of Gloucester,"Henry VI, Part II"
23,Earl of Salisbury,"Henry VI, Part II"
46,Duke of Exeter,Henry V
46,Duke of Exeter,"Henry VI, Part I"
46,Duke of Exeter,"Henry VI, Part III"
33,Nym,Henry V
33,Nym,The Merry Wives of Windsor
7,Basset,"Henry VI, Part I"
12,Bastard of Orleans,"Henry VI, Part I"
2,Boy,"Henry VI, Part I"
5,Captain,"Henry VI, Part I"
41,"Charles, King of France","Henry VI, Part I"
13,Countess of Auvergne,"Henry VI, Part I"
18,Duke of Alencon,"Henry VI, Part I"
2,First Gaoler,"Henry VI, Part I"
1,First Sentinel,"Henry VI, Part I"
5,First Serving-Man,"Henry VI, Part I"
1,First Soldier,"Henry VI, Part I"
2,First Warder,"Henry VI, Part I"
1,General,"Henry VI, Part I"
46,Joan la Pucelle,"Henry VI, Part I"
11,John Talbot,"Henry VI, Part I"
2,Lawyer,"Henry VI, Part I"
1,Legate,"Henry VI, Part I"
59,Lord Talbot/Earl of Shrewsbury,"Henry VI, Part I"
2,Master-Gunner,"Henry VI, Part I"
14,Messenger,"Henry VI, Part I"
1,Officer,"Henry VI, Part I"
1,Porter,"Henry VI, Part I"
24,Reignier,"Henry VI, Part I"
2,Scout,"Henry VI, Part I"
2,Second Serving-Man,"Henry VI, Part I"
1,Second Warder,"Henry VI, Part I"
1,Sentinels,"Henry VI, Part I"
1,Sergeant,"Henry VI, Part I"
1,Servant,"Henry VI, Part I"
1,Serving-Men,"Henry VI, Part I"
4,Shepherd,"Henry VI, Part I"
1,Sir William Glansdale,"Henry VI, Part I"
3,Sir John Fastolfe,"Henry VI, Part I"
2,Sir Thomas Gargrave,"Henry VI, Part I"
14,Sir William Lucy,"Henry VI, Part I"
1,Soldier,"Henry VI, Part I"
2,Third Serving-Man,"Henry VI, Part I"
2,Watch,"Henry VI, Part I"
2,Woodvile,"Henry VI, Part I"
108,Earl of Suffolk,"Henry VI, Part I"
58,Winchester,"Henry VI, Part I"
108,Earl of Suffolk,"Henry VI, Part II"
58,Winchester,"Henry VI, Part II"
52,Duke/Earl of Somerset,"Henry VI, Part I"
52,Duke/Earl of Somerset,"Henry VI, Part II"
52,Duke/Earl of Somerset,"Henry VI, Part III"
183,Henry VI,"Henry VI, Part I"
183,Henry VI,"Henry VI, Part II"
183,Henry VI,"Henry VI, Part III"
183,Henry VI,Richard III
169,Queen Margaret,"Henry VI, Part I"
169,Queen Margaret,"Henry VI, Part II"
169,Queen Margaret,"Henry VI, Part III"
169,Queen Margaret,Richard III
166,Richard Plantagenet (Duke of Gloucester),"Henry VI, Part I"
166,Richard Plantagenet (Duke of Gloucester),"Henry VI, Part II"
166,Richard Plantagenet (Duke of Gloucester),"Henry VI, Part III"
166,Richard Plantagenet (Duke of Gloucester),Richard III
9,Edmund Mortimer,"Henry VI, Part I"
9,Edmund Mortimer,"Henry VI, Part III"
14,Lord Mayor of London,"Henry VI, Part I"
14,Lord Mayor of London,Richard III
9,Alexander Iden,"Henry VI, Part II"
1,Beadle,"Henry VI, Part II"
7,Bolingbroke,"Henry VI, Part II"
11,Captain,"Henry VI, Part II"
2,Clerk of Chatham,"Henry VI, Part II"
24,Dick the Butcher,"Henry VI, Part II"
21,Eleanor,"Henry VI, Part II"
6,Father John Hume,"Henry VI, Part II"
1,First Citizen,"Henry VI, Part II"
4,First Gentleman,"Henry VI, Part II"
4,First Murderer,"Henry VI, Part II"
1,First Neighbour,"Henry VI, Part II"
3,First Petitioner,"Henry VI, Part II"
9,George Bevis,"Henry VI, Part II"
1,Herald,"Henry VI, Part II"
61,Jack Cade,"Henry VI, Part II"
10,John Holland,"Henry VI, Part II"
13,Lord Say,"Henry VI, Part II"
2,Lord Scales,"Henry VI, Part II"
1,Margaret Jourdain,"Henry VI, Part II"
1,Master,"Henry VI, Part II"
2,Mayor of Saint Alban's,"Henry VI, Part II"
5,Messenger,"Henry VI, Part II"
3,Michael,"Henry VI, Part II"
9,Peter,"Henry VI, Part II"
1,Post,"Henry VI, Part II"
6,Richard Plantagenet the Younger,"Henry VI, Part II"
1,Second Gentleman,"Henry VI, Part II"
1,Second Murderer,"Henry VI, Part II"
1,Second Neighbour,"Henry VI, Part II"
3,Second Petitioner,"Henry VI, Part II"
1,Servant,"Henry VI, Part II"
1,Servants,"Henry VI, Part II"
2,Sheriff,"Henry VI, Part II"
18,Simpcox,"Henry VI, Part II"
7,Simpcox's Wife,"Henry VI, Part II"
6,Sir Humphrey Stafford,"Henry VI, Part II"
4,Sir John Stanley,"Henry VI, Part II"
9,Smith the Weaver,"Henry VI, Part II"
1,Soldier,"Henry VI, Part II"
5,Spirit,"Henry VI, Part II"
1,Third Neighbour,"Henry VI, Part II"
6,Thomas Horner,"Henry VI, Part II"
2,Townsman,"Henry VI, Part II"
1,Vaux,"Henry VI, Part II"
8,Walter Whitmore,"Henry VI, Part II"
5,William Stafford,"Henry VI, Part II"
4,Young Clifford,"Henry VI, Part II"
52,Lord Clifford,"Henry VI, Part II"
52,Lord Clifford,"Henry VI, Part III"
144,King Edward IV (Plantagenet),"Henry VI, Part II"
144,King Edward IV (Plantagenet),"Henry VI, Part III"
144,King Edward IV (Plantagenet),Richard III
115,Duke of Buckingham,"Henry VI, Part II"
115,Duke of Buckingham,Richard III
4,Bona,"Henry VI, Part III"
15,Earl of Northumberland,"Henry VI, Part III"
6,Earl of Westmoreland,"Henry VI, Part III"
7,"Edmond, Earl of Rutland","Henry VI, Part III"
4,Father,"Henry VI, Part III"
7,First Keeper,"Henry VI, Part III"
1,First Messenger,"Henry VI, Part III"
5,First Watchman,"Henry VI, Part III"
2,Huntsman,"Henry VI, Part III"
21,King Lewis XI,"Henry VI, Part III"
1,Lieutenant,"Henry VI, Part III"
15,Marquess of Montague,"Henry VI, Part III"
3,Mayor of York,"Henry VI, Part III"
6,Messenger,"Henry VI, Part III"
1,Nobleman,"Henry VI, Part III"
9,Post,"Henry VI, Part III"
9,Second Keeper,"Henry VI, Part III"
1,Second Messenger,"Henry VI, Part III"
5,Second Watchman,"Henry VI, Part III"
1,Sir John Mortimer,"Henry VI, Part III"
1,Soldier,"Henry VI, Part III"
4,Son,"Henry VI, Part III"
3,Third Watchman,"Henry VI, Part III"
2,Tutor of Rutland,"Henry VI, Part III"
11,Duke of Norfolk,"Henry VI, Part III"
14,Earl Oxford,"Henry VI, Part III"
72,George Plantagenet (Duke of Clarence),"Henry VI, Part III"
29,Lord (Earl) Rivers,"Henry VI, Part III"
56,Lord Hastings,"Henry VI, Part III"
35,Prince Edward,"Henry VI, Part III"
129,Queen Elizabeth,"Henry VI, Part III"
409,Richard III (Duke of Gloucester),"Henry VI, Part III"
32,Sir William Stanley,"Henry VI, Part III"
11,Duke of Norfolk,Richard III
14,Earl Oxford,Richard III
72,George Plantagenet (Duke of Clarence),Richard III
29,Lord (Earl) Rivers,Richard III
56,Lord Hastings,Richard III
35,Prince Edward,Richard III
129,Queen Elizabeth,Richard III
409,Richard III (Duke of Gloucester),Richard III
32,Sir William Stanley,Richard III
18,Anne Bullen,Henry VIII
21,Archbishop Cranmer,Henry VIII
2,Bishop Lincoln,Henry VIII
6,Brandon,Henry VIII
5,Capucius,Henry VIII
14,Cardinal Campeius,Henry VIII
79,Cardinal Wolsey,Henry VIII
2,Chorus,Henry VIII
3,Crier,Henry VIII
21,Cromwell,Henry VIII
4,Doctor Butts,Henry VIII
26,Duke of Buckingham,Henry VIII
48,Duke of Norfolk,Henry VIII
30,Duke of Suffolk,Henry VIII
24,Earl of Surrey,Henry VIII
34,First Gentleman,Henry VIII
2,First Secretary,Henry VIII
22,Gardiner,Henry VIII
1,Garter,Henry VIII
3,Gentleman,Henry VIII
13,Griffith,Henry VIII
81,Henry VIII,Henry VIII
5,Keeper,Henry VIII
5,Lord Abergavenny,Henry VIII
38,Lord Chamberlain,Henry VIII
7,Lord Chancellor,Henry VIII
17,Lord Sands,Henry VIII
6,Man,Henry VIII
2,Messenger,Henry VIII
14,Old Lady,Henry VIII
1,Page,Henry VIII
3,Patience,Henry VIII
10,Porter,Henry VIII
50,Queen Katharine,Henry VIII
2,Scribe,Henry VIII
37,Second Gentleman,Henry VIII
1,Sergeant,Henry VIII
1,Servant,Henry VIII
3,Sir Anthony Denny,Henry VIII
1,Sir Henry Guildford,Henry VIII
1,Sir Nicholas Vaux,Henry VIII
21,Sir Thomas Lovell,Henry VIII
9,Surveyor,Henry VIII
10,Third Gentleman,Henry VIII
23,Arthur,King John
9,Blanch,King John
23,Cardinal Pandulph,King John
5,Chatillon,King John
36,Constance,King John
1,English Herald,King John
1,Essex,King John
4,Faulconbridge,King John
10,First Citizen,King John
2,First Executioner,King John
1,French Herald,King John
52,Hubert de Burgh,King John
1,James Gurney,King John
95,King John,King John
43,King Phillip,King John
5,Lady Faulconbridge,King John
29,Lewis,King John
6,Lord Bigot,King John
16,Lymoges,King John
3,Melun,King John
9,Messenger,King John
20,Pembroke,King John
1,Peter of Pomfret,King John
89,Philip the Bastard,King John
8,Prince Henry,King John
22,Queen Elinor,King John
36,Salisbury,King John
5,Captain,King Lear
31,Cordelia,King Lear
4,Curan,King Lear
8,Doctor,King Lear
58,Duke of Albany,King Lear
5,Duke of Burgundy,King Lear
53,Duke of Cornwall,King Lear
118,Earl of Gloucester,King Lear
127,Earl of Kent,King Lear
98,Edgar,King Lear
79,Edmund,King Lear
58,Fool,King Lear
41,Gentleman,King Lear
53,Goneril,King Lear
4,Herald,King Lear
5,King of France,King Lear
5,Knight,King Lear
188,King Lear,King Lear
1,Messenger,King Lear
9,Old Man,King Lear
38,Oswald,King Lear
73,Regan,King Lear
4,Servant 1,King Lear
2,Servant 2,King Lear
2,Servant 3,King Lear
159,Biron,Love's Labor's Lost
80,Boyet,Love's Labor's Lost
83,Costard,Love's Labor's Lost
102,Don Adriano de Armado,Love's Labor's Lost
15,Dull,Love's Labor's Lost
54,Dumain,Love's Labor's Lost
117,Ferdinand,Love's Labor's Lost
2,First Lord,Love's Labor's Lost
4,Forester,Love's Labor's Lost
54,Holofernes,Love's Labor's Lost
13,Jaquenetta,Love's Labor's Lost
25,Katharine,Love's Labor's Lost
40,Longaville,Love's Labor's Lost
22,Maria,Love's Labor's Lost
3,Mercade,Love's Labor's Lost
78,Moth,Love's Labor's Lost
102,Princess of France,Love's Labor's Lost
75,Rosaline,Love's Labor's Lost
19,Sir Nathaniel,Love's Labor's Lost
4,Angus,Macbeth
1,Attendant,Macbeth
33,Banquo,Macbeth
3,Caithness,Macbeth
20,Doctor,Macbeth
3,Donalbain,Macbeth
18,Duncan,Macbeth
1,First Apparition,Macbeth
21,First Murderer,Macbeth
23,First Witch,Macbeth
2,Fleance,Macbeth
11,Gentlewoman,Macbeth
2,Hecate,Macbeth
59,Lady Macbeth,Macbeth
19,Lady Macduff,Macbeth
21,Lennox,Macbeth
3,Lord,Macbeth
146,Macbeth,Macbeth
59,Macduff,Macbeth
40,Malcolm,Macbeth
5,Menteith,Macbeth
6,Messenger,Macbeth
4,Old Man,Macbeth
4,Porter,Macbeth
39,Ross,Macbeth
2,Second Apparition,Macbeth
6,Second Murderer,Macbeth
15,Second Witch,Macbeth
3,Sergeant,Macbeth
5,Servant,Macbeth
